"DESTINATION","PREFIX","RATE"
"Poland - Non-TP",4832738,"0,029"
"Poland - Non-TP",4832739,"0,029"
"Poland - Non-TP",4832740,"0,029"
"Poland - Non-TP",4832741,"0,029"
"Poland - Non-TP",4832742,"0,029"
"Poland - Non-TP",4832743,"0,029"
"Poland - Non-TP",4832744,"0,029"
"Poland - Non-TP",48327451,"0,029"
"Poland - Non-TP",48327452,"0,029"
"Poland - Non-TP",48327453,"0,029"
"Poland - Non-TP",48327454,"0,029"
"Poland - Non-TP",48327455,"0,029"
"Poland - Non-TP",48327457,"0,029"
"Poland - Non-TP",48327459,"0,029"
"Poland - Non-TP",4832746,"0,029"
"Poland - Non-TP",4832747,"0,029"
"Poland - Non-TP",4832748,"0,029"
"Poland - Non-TP",4832749,"0,029"
"Poland - Non-TP",4832750,"0,029"
"Poland - Non-TP",4832751,"0,029"
"Poland - Non-TP",4832752,"0,029"
"Poland - Non-TP",4832754,"0,029"
"Poland - Non-TP",4832755,"0,029"
"Poland - Non-TP",4832756,"0,029"
"Poland - Non-TP",48327570,"0,029"
"Poland - Non-TP",48327572,"0,029"
"Poland - Non-TP",48327573,"0,029"
"Poland - Non-TP",48327574,"0,029"
"Poland - Non-TP",48327575,"0,029"
"Poland - Non-TP",48327577,"0,029"
"Poland - Non-TP",48327578,"0,029"
"Poland - Non-TP",48327579,"0,029"
"Poland - Non-TP",4832758,"0,029"
"Poland - Non-TP",483277,"0,029"
"Poland - Non-TP",483278,"0,029"
"Poland - Non-TP",48327900,"0,029"
"Poland - Non-TP",48327902,"0,029"
"Poland - Non-TP",48327905,"0,029"
"Poland - Non-TP",48327906,"0,029"
"Poland - Non-TP",48327907,"0,029"
"Poland - Non-TP",48327908,"0,029"
"Poland - Non-TP",48327909,"0,029"
"Poland - Non-TP",4832793,"0,029"
"Poland - Non-TP",4832796,"0,029"
"Poland - Non-TP",4832797,"0,029"
"Poland - Non-TP",4832798,"0,029"
"Poland - Non-TP",4832888,"0,029"
"Poland - Non-TP",48333000,"0,029"
"Poland - Non-TP",48333003,"0,029"
"Poland - Non-TP",48333070,"0,029"
"Poland - Non-TP",48333222,"0,029"
"Poland - Non-TP",4833330,"0,029"
"Poland - Non-TP",48333330,"0,029"
"Poland - Non-TP",48333331,"0,029"
"Poland - Non-TP",48333333,"0,029"
"Poland - Non-TP",48333334,"0,029"
"Poland - Non-TP",48333444,"0,029"
"Poland - Non-TP",48333551,"0,029"
"Poland - Non-TP",48333555,"0,029"
"Poland - Non-TP",48333666,"0,029"
"Poland - Non-TP",48333777,"0,029"
"Poland - Non-TP",48333888,"0,029"
"Poland - Non-TP",48334321,"0,029"
"Poland - Non-TP",48334431,"0,029"
"Poland - Non-TP",48334432,"0,029"
"Poland - Non-TP",4833444,"0,029"
"Poland - Non-TP",4833445,"0,029"
"Poland - Non-TP",48334711,"0,029"
"Poland - Non-TP",4833472,"0,029"
"Poland - Non-TP",4833473,"0,029"
"Poland - Non-TP",4833474,"0,029"
"Poland - Non-TP",48334760,"0,029"
"Poland - Non-TP",48334761,"0,029"
"Poland - Non-TP",48334762,"0,029"
"Poland - Non-TP",48334763,"0,029"
"Poland - Non-TP",48334765,"0,029"
"Poland - Non-TP",48334766,"0,029"
"Poland - Non-TP",48334767,"0,029"
"Poland - Non-TP",48334769,"0,029"
"Poland - Non-TP",4833479,"0,029"
"Poland - Non-TP",4833480,"0,029"
"Poland - Non-TP",48334811,"0,029"
"Poland - Non-TP",48334812,"0,029"
"Poland - Non-TP",48334814,"0,029"
"Poland - Non-TP",48334815,"0,029"
"Poland - Non-TP",48334816,"0,029"
"Poland - Non-TP",48334820,"0,029"
"Poland - Non-TP",4867387,"0,029"
"Poland - Non-TP",48673975,"0,029"
"Poland - Non-TP",48678881,"0,029"
"Poland - Non-TP",48678887,"0,029"
"Poland - Non-TP",48678888,"0,029"
"Poland - Non-TP",48683070,"0,029"
"Poland - Non-TP",48683322,"0,029"
"Poland - Non-TP",48683323,"0,029"
"Poland - Non-TP",48683331,"0,029"
"Poland - Non-TP",48683332,"0,029"
"Poland - Non-TP",48683333,"0,029"
"Poland - Non-TP",48683334,"0,029"
"Poland - Non-TP",48683338,"0,029"
"Poland - Non-TP",48683801,"0,029"
"Poland - Non-TP",48683802,"0,029"
"Poland - Non-TP",48683865,"0,029"
"Poland - Non-TP",48683866,"0,029"
"Poland - Non-TP",48683868,"0,029"
"Poland - Non-TP",4868400,"0,029"
"Poland - Non-TP",4868410,"0,029"
"Poland - Non-TP",4868411,"0,029"
"Poland - Non-TP",48684123,"0,029"
"Poland - Non-TP",48684124,"0,029"
"Poland - Non-TP",48684125,"0,029"
"Poland - Non-TP",48684126,"0,029"
"Poland - Non-TP",48684129,"0,029"
"Poland - Non-TP",4868413,"0,029"
"Poland - Non-TP",4868414,"0,029"
"Poland - Non-TP",48684151,"0,029"
"Poland - Non-TP",48684154,"0,029"
"Poland - Non-TP",48684155,"0,029"
"Poland - Non-TP",48684156,"0,029"
"Poland - Non-TP",48684161,"0,029"
"Poland - Non-TP",4868418,"0,029"
"Poland - Non-TP",4868419,"0,029"
"Poland - Non-TP",48684220,"0,029"
"Poland - Non-TP",48684221,"0,029"
"Poland - Non-TP",48684224,"0,029"
"Poland - Non-TP",48684226,"0,029"
"Poland - Non-TP",48684227,"0,029"
"Poland - Non-TP",48684228,"0,029"
"Poland - Non-TP",48684229,"0,029"
"Poland - Non-TP",48684320,"0,029"
"Poland - Non-TP",48684321,"0,029"
"Poland - Non-TP",48684322,"0,029"
"Poland - Non-TP",48684323,"0,029"
"Poland - Non-TP",48684326,"0,029"
"Poland - Non-TP",48684327,"0,029"
"Poland - Non-TP",48684328,"0,029"
"Poland - Non-TP",48684329,"0,029"
"Poland - Non-TP",4868441,"0,029"
"Poland - Non-TP",48684421,"0,029"
"Poland - Non-TP",4868444,"0,029"
"Poland - Non-TP",4868451,"0,029"
"Poland - Non-TP",4868452,"0,029"
"Poland - Non-TP",4868453,"0,029"
"Poland - Non-TP",4868454,"0,029"
"Poland - Non-TP",4868455,"0,029"
"Poland - Non-TP",4868456,"0,029"
"Poland - Non-TP",4868457,"0,029"
"Poland - Non-TP",4868458,"0,029"
"Poland - Non-TP",4868459,"0,029"
"Poland - Non-TP",4868470,"0,029"
"Poland - Non-TP",4868475,"0,029"
"Poland - Non-TP",4868476,"0,029"
"Poland - Non-TP",4868477,"0,029"
"Poland - Non-TP",4868478,"0,029"
"Poland - Non-TP",4868479,"0,029"
"Poland - Non-TP",48685065,"0,029"
"Poland - Non-TP",48685842,"0,029"
"Poland - Non-TP",48688881,"0,029"
"Poland - Non-TP",48688888,"0,029"
"Poland - Non-TP",48713000,"0,029"
"Poland - Non-TP",48713067,"0,029"
"Poland - Non-TP",4871307,"0,029"
"Poland - Non-TP",4871378,"0,029"
"Poland - Non-TP",4871665,"0,029"
"Poland - Non-TP",4871666,"0,029"
"Poland - Non-TP",48717000,"0,029"
"Poland - Non-TP",48717070,"0,029"
"Poland - Non-TP",48717071,"0,029"
"Poland - Non-TP",48717072,"0,029"
"Poland - Non-TP",48717073,"0,029"
"Poland - Non-TP",4871710,"0,029"
"Poland - Non-TP",4871711,"0,029"
"Poland - Non-TP",4871712,"0,029"
"Poland - Non-TP",4871713,"0,029"
"Poland - Non-TP",4871714,"0,029"
"Poland - Non-TP",48717150,"0,029"
"Poland - Non-TP",48717151,"0,029"
"Poland - Non-TP",48717152,"0,029"
"Poland - Non-TP",48717153,"0,029"
"Poland - Non-TP",48717154,"0,029"
"Poland - Non-TP",48717155,"0,029"
"Poland - Non-TP",48717156,"0,029"
"Poland - Non-TP",48717157,"0,029"
"Poland - Non-TP",48717158,"0,029"
"Poland - Non-TP",48717159,"0,029"
"Poland - Non-TP",4871716,"0,029"
"Poland - Non-TP",4871717,"0,029"
"Poland - Non-TP",4871718,"0,029"
"Poland - Non-TP",4871719,"0,029"
"Poland - Non-TP",48717201,"0,029"
"Poland - Non-TP",48717202,"0,029"
"Poland - Non-TP",48717203,"0,029"
"Poland - Non-TP",48717204,"0,029"
"Poland - Non-TP",48717205,"0,029"
"Poland - Non-TP",48717209,"0,029"
"Poland - Non-TP",48717210,"0,029"
"Poland - Non-TP",48717211,"0,029"
"Poland - Non-TP",48717212,"0,029"
"Poland - Non-TP",48717213,"0,029"
"Poland - Non-TP",48717215,"0,029"
"Poland - Non-TP",48717216,"0,029"
"Poland - Non-TP",48717217,"0,029"
"Poland - Non-TP",48717218,"0,029"
"Poland - Non-TP",4871722,"0,029"
"Poland - Non-TP",4871723,"0,029"
"Poland - Non-TP",4871724,"0,029"
"Poland - Non-TP",48717251,"0,029"
"Poland - Non-TP",48717253,"0,029"
"Poland - Non-TP",48717254,"0,029"
"Poland - Non-TP",48717255,"0,029"
"Poland - Non-TP",48717256,"0,029"
"Poland - Non-TP",48717258,"0,029"
"Poland - Non-TP",48717259,"0,029"
"Poland - Non-TP",48717261,"0,029"
"Poland - Non-TP",48717262,"0,029"
"Poland - Non-TP",48717264,"0,029"
"Poland - Non-TP",48717265,"0,029"
"Poland - Non-TP",48717266,"0,029"
"Poland - Non-TP",48717270,"0,029"
"Poland - Non-TP",48717272,"0,029"
"Poland - Non-TP",48717273,"0,029"
"Poland - Non-TP",48717274,"0,029"
"Poland - Non-TP",48717276,"0,029"
"Poland - Non-TP",48717277,"0,029"
"Poland - Non-TP",48717279,"0,029"
"Poland - Non-TP",48717280,"0,029"
"Poland - Non-TP",48717281,"0,029"
"Poland - Non-TP",48717282,"0,029"
"Poland - Non-TP",48717284,"0,029"
"Poland - Non-TP",48717285,"0,029"
"Poland - Non-TP",48717286,"0,029"
"Poland - Non-TP",48717287,"0,029"
"Poland - Non-TP",48717289,"0,029"
"Poland - Non-TP",4871729,"0,029"
"Poland - Non-TP",4871730,"0,029"
"Poland - Non-TP",4871731,"0,029"
"Poland - Non-TP",4871733,"0,029"
"Poland - Non-TP",4871734,"0,029"
"Poland - Non-TP",4871735,"0,029"
"Poland - Non-TP",4871736,"0,029"
"Poland - Non-TP",48717378,"0,029"
"Poland - Non-TP",48717381,"0,029"
"Poland - Non-TP",48717382,"0,029"
"Poland - Non-TP",48717383,"0,029"
"Poland - Non-TP",4871740,"0,029"
"Poland - Non-TP",4871741,"0,029"
"Poland - Non-TP",4871750,"0,029"
"Poland - Non-TP",4871756,"0,029"
"Poland - Non-TP",48717571,"0,029"
"Poland - Non-TP",48717573,"0,029"
"Poland - Non-TP",48717574,"0,029"
"Poland - Non-TP",48717575,"0,029"
"Poland - Non-TP",48717576,"0,029"
"Poland - Non-TP",48673428,"0,029"
"Poland - Non-TP",48673429,"0,029"
"Poland - Non-TP",48673431,"0,029"
"Poland - Non-TP",48673441,"0,029"
"Poland - Non-TP",48673442,"0,029"
"Poland - Non-TP",48673443,"0,029"
"Poland - Non-TP",48673444,"0,029"
"Poland - Non-TP",4867345,"0,029"
"Poland - Non-TP",4867348,"0,029"
"Poland - Non-TP",4867349,"0,029"
"Poland - Non-TP",4867350,"0,029"
"Poland - Non-TP",4867351,"0,029"
"Poland - Non-TP",4867352,"0,029"
"Poland - Non-TP",48673530,"0,029"
"Poland - Non-TP",48673531,"0,029"
"Poland - Non-TP",48673532,"0,029"
"Poland - Non-TP",48673533,"0,029"
"Poland - Non-TP",48673534,"0,029"
"Poland - Non-TP",48673536,"0,029"
"Poland - Non-TP",48673537,"0,029"
"Poland - Non-TP",48673538,"0,029"
"Poland - Non-TP",48673539,"0,029"
"Poland - Non-TP",4867354,"0,029"
"Poland - Non-TP",4867355,"0,029"
"Poland - Non-TP",4867356,"0,029"
"Poland - Non-TP",48673570,"0,029"
"Poland - Non-TP",48673571,"0,029"
"Poland - Non-TP",48673572,"0,029"
"Poland - Non-TP",4867381,"0,029"
"Poland - Non-TP",48877331,"0,029"
"Poland - Non-TP",48877341,"0,029"
"Poland - Non-TP",48877342,"0,029"
"Poland - Non-TP",48877343,"0,029"
"Poland - Non-TP",48877344,"0,029"
"Poland - Non-TP",48877345,"0,029"
"Poland - Non-TP",48877346,"0,029"
"Poland - Non-TP",48877347,"0,029"
"Poland - Non-TP",48877351,"0,029"
"Poland - Non-TP",48877352,"0,029"
"Poland - Non-TP",48877353,"0,029"
"Poland - Non-TP",48877354,"0,029"
"Poland - Non-TP",48877355,"0,029"
"Poland - Non-TP",48877356,"0,029"
"Poland - Non-TP",48877361,"0,029"
"Poland - Non-TP",4887737,"0,029"
"Poland - Non-TP",4887738,"0,029"
"Poland - Non-TP",4887739,"0,029"
"Poland - Non-TP",4887777,"0,029"
"Poland - Non-TP",48878881,"0,029"
"Poland - Non-TP",48878888,"0,029"
"Poland - Non-TP",48893070,"0,029"
"Poland - Non-TP",4889333,"0,029"
"Poland - Non-TP",48895065,"0,029"
"Poland - Non-TP",48895313,"0,029"
"Poland - Non-TP",48895314,"0,029"
"Poland - Non-TP",48895315,"0,029"
"Poland - Non-TP",48895552,"0,029"
"Poland - Non-TP",48895553,"0,029"
"Poland - Non-TP",48895554,"0,029"
"Poland - Non-TP",48895555,"0,029"
"Poland - Non-TP",48896110,"0,029"
"Poland - Non-TP",48896111,"0,029"
"Poland - Non-TP",4889612,"0,029"
"Poland - Non-TP",48896131,"0,029"
"Poland - Non-TP",48896132,"0,029"
"Poland - Non-TP",48896133,"0,029"
"Poland - Non-TP",48896134,"0,029"
"Poland - Non-TP",48896141,"0,029"
"Poland - Non-TP",48896142,"0,029"
"Poland - Non-TP",48896143,"0,029"
"Poland - Non-TP",48896144,"0,029"
"Poland - Non-TP",48896159,"0,029"
"Poland - Non-TP",48896171,"0,029"
"Poland - Non-TP",48896172,"0,029"
"Poland - Non-TP",48896173,"0,029"
"Poland - Non-TP",48896175,"0,029"
"Poland - Non-TP",48896271,"0,029"
"Poland - Non-TP",48896272,"0,029"
"Poland - Non-TP",48896273,"0,029"
"Poland - Non-TP",48896444,"0,029"
"Poland - Non-TP",4889651,"0,029"
"Poland - Non-TP",48896521,"0,029"
"Poland - Non-TP",48896522,"0,029"
"Poland - Non-TP",48896523,"0,029"
"Poland - Non-TP",4889658,"0,029"
"Poland - Non-TP",4889659,"0,029"
"Poland - Non-TP",4889670,"0,029"
"Poland - Non-TP",48896711,"0,029"
"Poland - Non-TP",48896713,"0,029"
"Poland - Non-TP",48896714,"0,029"
"Poland - Non-TP",48896715,"0,029"
"Poland - Non-TP",4889672,"0,029"
"Poland - Non-TP",4889674,"0,029"
"Poland - Non-TP",48896750,"0,029"
"Poland - Non-TP",48896751,"0,029"
"Poland - Non-TP",48896752,"0,029"
"Poland - Non-TP",48896754,"0,029"
"Poland - Non-TP",48896755,"0,029"
"Poland - Non-TP",48896756,"0,029"
"Poland - Non-TP",48896757,"0,029"
"Poland - Non-TP",48896759,"0,029"
"Poland - Non-TP",4889676,"0,029"
"Poland - Non-TP",4889677,"0,029"
"Poland - Non-TP",4889678,"0,029"
"Poland - Non-TP",4889679,"0,029"
"Poland - Non-TP",48897211,"0,029"
"Poland - Non-TP",48897212,"0,029"
"Poland - Non-TP",48897213,"0,029"
"Poland - Non-TP",48897214,"0,029"
"Poland - Non-TP",48897216,"0,029"
"Poland - Non-TP",48897217,"0,029"
"Poland - Non-TP",48897219,"0,029"
"Poland - Non-TP",48897220,"0,029"
"Poland - Non-TP",48897222,"0,029"
"Poland - Non-TP",48897223,"0,029"
"Poland - Non-TP",48897224,"0,029"
"Poland - Non-TP",48897225,"0,029"
"Poland - Non-TP",48897228,"0,029"
"Poland - Non-TP",48897229,"0,029"
"Poland - Non-TP",48897231,"0,029"
"Poland - Non-TP",48897232,"0,029"
"Poland - Non-TP",48898888,"0,029"
"Poland - Non-TP",48913070,"0,029"
"Poland - Non-TP",48913076,"0,029"
"Poland - Non-TP",48913077,"0,029"
"Poland - Non-TP",48913079,"0,029"
"Poland - Non-TP",4891333,"0,029"
"Poland - Non-TP",4891350,"0,029"
"Poland - Non-TP",48913510,"0,029"
"Poland - Non-TP",48913512,"0,029"
"Poland - Non-TP",48913514,"0,029"
"Poland - Non-TP",48913515,"0,029"
"Poland - Non-TP",48913516,"0,029"
"Poland - Non-TP",48913517,"0,029"
"Poland - Non-TP",48913519,"0,029"
"Poland - Non-TP",48913584,"0,029"
"Poland - Non-TP",48913585,"0,029"
"Poland - Non-TP",48913830,"0,029"
"Poland - Non-TP",48913833,"0,029"
"Poland - Non-TP",48913834,"0,029"
"Poland - Non-TP",48913835,"0,029"
"Poland - Non-TP",48913836,"0,029"
"Poland - Non-TP",48913839,"0,029"
"Poland - Non-TP",4891400,"0,029"
"Poland - Non-TP",48914040,"0,029"
"Poland - Non-TP",48914204,"0,029"
"Poland - Non-TP",48914206,"0,029"
"Poland - Non-TP",48914207,"0,029"
"Poland - Non-TP",48914209,"0,029"
"Poland - Non-TP",48914431,"0,029"
"Poland - Non-TP",48914434,"0,029"
"Poland - Non-TP",48914435,"0,029"
"Poland - Non-TP",48914437,"0,029"
"Poland - Non-TP",48914438,"0,029"
"Poland - Non-TP",48914551,"0,029"
"Poland - Non-TP",48914556,"0,029"
"Poland - Non-TP",4891471,"0,029"
"Poland - Non-TP",48914721,"0,029"
"Poland - Non-TP",48914722,"0,029"
"Poland - Non-TP",48914725,"0,029"
"Poland - Non-TP",48915065,"0,029"
"Poland - Non-TP",48915555,"0,029"
"Poland - Non-TP",4891810,"0,029"
"Poland - Non-TP",4891812,"0,029"
"Poland - Non-TP",4891813,"0,029"
"Poland - Non-TP",48918150,"0,029"
"Poland - Non-TP",48918151,"0,029"
"Poland - Non-TP",48918153,"0,029"
"Poland - Non-TP",48918155,"0,029"
"Poland - Non-TP",48918160,"0,029"
"Poland - Non-TP",48918161,"0,029"
"Poland - Non-TP",48918163,"0,029"
"Poland - Non-TP",48918165,"0,029"
"Poland - Non-TP",48918171,"0,029"
"Poland - Non-TP",48918172,"0,029"
"Poland - Non-TP",48918190,"0,029"
"Poland - Non-TP",48918191,"0,029"
"Poland - Non-TP",48918192,"0,029"
"Poland - Non-TP",48918193,"0,029"
"Poland - Non-TP",48918194,"0,029"
"Poland - Non-TP",48918195,"0,029"
"Poland - Non-TP",48918200,"0,029"
"Poland - Non-TP",48918201,"0,029"
"Poland - Non-TP",48918202,"0,029"
"Poland - Non-TP",48918203,"0,029"
"Poland - Non-TP",48918204,"0,029"
"Poland - Non-TP",48918205,"0,029"
"Poland - Non-TP",48918206,"0,029"
"Poland - Non-TP",48918207,"0,029"
"Poland - Non-TP",48918208,"0,029"
"Poland - Non-TP",48918209,"0,029"
"Poland - Non-TP",4818548,"0,029"
"Poland - Non-TP",48185491,"0,029"
"Poland - Non-TP",48185492,"0,029"
"Poland - Non-TP",48185493,"0,029"
"Poland - Non-TP",48185494,"0,029"
"Poland - Non-TP",48185552,"0,029"
"Poland - Non-TP",48185553,"0,029"
"Poland - Non-TP",48185555,"0,029"
"Poland - Non-TP",48188881,"0,029"
"Poland - Non-TP",48188888,"0,029"
"Poland - Non-TP",48221001,"0,029"
"Poland - Non-TP",48221002,"0,029"
"Poland - Non-TP",48221003,"0,029"
"Poland - Non-TP",48221004,"0,029"
"Poland - Non-TP",48221005,"0,029"
"Poland - Non-TP",48221006,"0,029"
"Poland - Non-TP",48221007,"0,029"
"Poland - Non-TP",48221010,"0,029"
"Poland - Non-TP",48221011,"0,029"
"Poland - Non-TP",48221012,"0,029"
"Poland - Non-TP",48221013,"0,029"
"Poland - Non-TP",48221014,"0,029"
"Poland - Non-TP",48221015,"0,029"
"Poland - Non-TP",48221016,"0,029"
"Poland - Non-TP",48221017,"0,029"
"Poland - Non-TP",48221055,"0,029"
"Poland - Non-TP",48221081,"0,029"
"Poland - Non-TP",48221085,"0,029"
"Poland - Non-TP",48221089,"0,029"
"Poland - Non-TP",4822110,"0,029"
"Poland - Non-TP",4822111,"0,029"
"Poland - Non-TP",48221120,"0,029"
"Poland - Non-TP",48221121,"0,029"
"Poland - Non-TP",48221123,"0,029"
"Poland - Non-TP",48221124,"0,029"
"Poland - Non-TP",48221125,"0,029"
"Poland - Non-TP",48221127,"0,029"
"Poland - Non-TP",48221128,"0,029"
"Poland - Non-TP",48221129,"0,029"
"Poland - Non-TP",48221130,"0,029"
"Poland - Non-TP",48221131,"0,029"
"Poland - Non-TP",48221133,"0,029"
"Poland - Non-TP",48221139,"0,029"
"Poland - Non-TP",4822114,"0,029"
"Poland - Non-TP",4822115,"0,029"
"Poland - Non-TP",48221162,"0,029"
"Poland - Non-TP",48221163,"0,029"
"Poland - Non-TP",48221166,"0,029"
"Poland - Non-TP",48221167,"0,029"
"Poland - Non-TP",48221168,"0,029"
"Poland - Non-TP",4822117,"0,029"
"Poland - Non-TP",48221181,"0,029"
"Poland - Non-TP",48221183,"0,029"
"Poland - Non-TP",48221184,"0,029"
"Poland - Non-TP",48221185,"0,029"
"Poland - Non-TP",48221220,"0,029"
"Poland - Non-TP",48221223,"0,029"
"Poland - Non-TP",48221225,"0,029"
"Poland - Non-TP",48221226,"0,029"
"Poland - Non-TP",48221227,"0,029"
"Poland - Non-TP",48221234,"0,029"
"Poland - Non-TP",48221241,"0,029"
"Poland - Non-TP",48221802,"0,029"
"Poland - Non-TP",48221812,"0,029"
"Poland - Non-TP",4822182,"0,029"
"Poland - Non-TP",48221832,"0,029"
"Poland - Non-TP",48221841,"0,029"
"Poland - Non-TP",48221842,"0,029"
"Poland - Non-TP",48221850,"0,029"
"Poland - Non-TP",48221852,"0,029"
"Poland - Non-TP",48221854,"0,029"
"Poland - Non-TP",48221856,"0,029"
"Poland - Non-TP",48221858,"0,029"
"Poland - Non-TP",48221861,"0,029"
"Poland - Non-TP",48221868,"0,029"
"Poland - Non-TP",48221871,"0,029"
"Poland - Non-TP",48221877,"0,029"
"Poland - Non-TP",48221882,"0,029"
"Poland - Non-TP",48221884,"0,029"
"Poland - Non-TP",48221885,"0,029"
"Poland - Non-TP",4822189,"0,029"
"Poland - Non-TP",482221,"0,029"
"Poland - Non-TP",482222,"0,029"
"Poland - Non-TP",48222300,"0,029"
"Poland - Non-TP",48222301,"0,029"
"Poland - Non-TP",48222305,"0,029"
"Poland - Non-TP",48222306,"0,029"
"Poland - Non-TP",48222307,"0,029"
"Poland - Non-TP",48222308,"0,029"
"Poland - Non-TP",4822231,"0,029"
"Poland - Non-TP",4822232,"0,029"
"Poland - Non-TP",4822233,"0,029"
"Poland - Non-TP",4822234,"0,029"
"Poland - Non-TP",4822236,"0,029"
"Poland - Non-TP",4822237,"0,029"
"Poland - Non-TP",4822238,"0,029"
"Poland - Non-TP",4822239,"0,029"
"Poland - Non-TP",48222411,"0,029"
"Poland - Non-TP",48222413,"0,029"
"Poland - Non-TP",48222414,"0,029"
"Poland - Non-TP",48222415,"0,029"
"Poland - Non-TP",48222416,"0,029"
"Poland - Non-TP",48222418,"0,029"
"Poland - Non-TP",4822242,"0,029"
"Poland - Non-TP",4822243,"0,029"
"Poland - Non-TP",4822244,"0,029"
"Poland - Non-TP",4822246,"0,029"
"Poland - Non-TP",48222470,"0,029"
"Poland - Non-TP",48222471,"0,029"
"Poland - Non-TP",48222472,"0,029"
"Poland - Non-TP",48222474,"0,029"
"Poland - Non-TP",48222475,"0,029"
"Poland - Non-TP",48222476,"0,029"
"Poland - Non-TP",48222479,"0,029"
"Poland - Non-TP",48222500,"0,029"
"Poland - Non-TP",48222501,"0,029"
"Poland - Non-TP",48222502,"0,029"
"Poland - Non-TP",48222503,"0,029"
"Poland - Non-TP",48222505,"0,029"
"Poland - Non-TP",48222506,"0,029"
"Poland - Non-TP",48222507,"0,029"
"Poland - Non-TP",48222508,"0,029"
"Poland - Non-TP",48222509,"0,029"
"Poland - Non-TP",4822253,"0,029"
"Poland - Non-TP",4822254,"0,029"
"Poland - Non-TP",48222550,"0,029"
"Poland - Non-TP",48222553,"0,029"
"Poland - Non-TP",48222556,"0,029"
"Poland - Non-TP",48222558,"0,029"
"Poland - Non-TP",48222561,"0,029"
"Poland - Non-TP",48222562,"0,029"
"Poland - Non-TP",48222563,"0,029"
"Poland - Non-TP",48222567,"0,029"
"Poland - Non-TP",48222568,"0,029"
"Poland - Non-TP",48222569,"0,029"
"Poland - Non-TP",4822257,"0,029"
"Poland - Non-TP",4822260,"0,029"
"Poland - Non-TP",48222610,"0,029"
"Poland - Non-TP",48222611,"0,029"
"Poland - Non-TP",48222613,"0,029"
"Poland - Non-TP",48222615,"0,029"
"Poland - Non-TP",48222616,"0,029"
"Poland - Non-TP",48222617,"0,029"
"Poland - Non-TP",48222619,"0,029"
"Poland - Non-TP",48222631,"0,029"
"Poland - Non-TP",48222632,"0,029"
"Poland - Non-TP",48222634,"0,029"
"Poland - Non-TP",48222635,"0,029"
"Poland - Non-TP",4822264,"0,029"
"Poland - Non-TP",48222651,"0,029"
"Poland - Non-TP",48222652,"0,029"
"Poland - Non-TP",48222653,"0,029"
"Poland - Non-TP",48222656,"0,029"
"Poland - Non-TP",48222657,"0,029"
"Poland - Non-TP",48222658,"0,029"
"Poland - Non-TP",48222659,"0,029"
"Poland - Non-TP",48222671,"0,029"
"Poland - Non-TP",48222673,"0,029"
"Poland - Non-TP",48222677,"0,029"
"Poland - Non-TP",48222679,"0,029"
"Poland - Non-TP",48222688,"0,029"
"Poland - Non-TP",48222689,"0,029"
"Poland - Non-TP",48413892,"0,029"
"Poland - Non-TP",48413894,"0,029"
"Poland - Non-TP",48413895,"0,029"
"Poland - Non-TP",48413897,"0,029"
"Poland - Non-TP",4841888,"0,029"
"Poland - Non-TP",4842200,"0,029"
"Poland - Non-TP",4842201,"0,029"
"Poland - Non-TP",48422021,"0,029"
"Poland - Non-TP",48422022,"0,029"
"Poland - Non-TP",48422023,"0,029"
"Poland - Non-TP",48422024,"0,029"
"Poland - Non-TP",48422025,"0,029"
"Poland - Non-TP",4842203,"0,029"
"Poland - Non-TP",4842204,"0,029"
"Poland - Non-TP",48422050,"0,029"
"Poland - Non-TP",48422051,"0,029"
"Poland - Non-TP",48422052,"0,029"
"Poland - Non-TP",48422053,"0,029"
"Poland - Non-TP",48422054,"0,029"
"Poland - Non-TP",48422055,"0,029"
"Poland - Non-TP",48422056,"0,029"
"Poland - Non-TP",48422057,"0,029"
"Poland - Non-TP",48422058,"0,029"
"Poland - Non-TP",48422059,"0,029"
"Poland - Non-TP",48422061,"0,029"
"Poland - Non-TP",48422062,"0,029"
"Poland - Non-TP",48422063,"0,029"
"Poland - Non-TP",48422064,"0,029"
"Poland - Non-TP",48422065,"0,029"
"Poland - Non-TP",48422066,"0,029"
"Poland - Non-TP",48422067,"0,029"
"Poland - Non-TP",48422069,"0,029"
"Poland - Non-TP",4842207,"0,029"
"Poland - Non-TP",4842208,"0,029"
"Poland - Non-TP",4842209,"0,029"
"Poland - Non-TP",4842210,"0,029"
"Poland - Non-TP",48422119,"0,029"
"Poland - Non-TP",4842216,"0,029"
"Poland - Non-TP",4842218,"0,029"
"Poland - Non-TP",4842230,"0,029"
"Poland - Non-TP",4842231,"0,029"
"Poland - Non-TP",48422320,"0,029"
"Poland - Non-TP",48422321,"0,029"
"Poland - Non-TP",48422322,"0,029"
"Poland - Non-TP",48422327,"0,029"
"Poland - Non-TP",48422328,"0,029"
"Poland - Non-TP",48422329,"0,029"
"Poland - Non-TP",48422330,"0,029"
"Poland - Non-TP",48422331,"0,029"
"Poland - Non-TP",48422332,"0,029"
"Poland - Non-TP",48422334,"0,029"
"Poland - Non-TP",48422335,"0,029"
"Poland - Non-TP",48422336,"0,029"
"Poland - Non-TP",48422337,"0,029"
"Poland - Non-TP",48422338,"0,029"
"Poland - Non-TP",48422339,"0,029"
"Poland - Non-TP",4842234,"0,029"
"Poland - Non-TP",4842235,"0,029"
"Poland - Non-TP",4842236,"0,029"
